"y_total_m_ha";"hoursWorkUsual";"age";"sex";"oficio";"relab";"college";"ocu";"clase";"cotPension";"cuentaPropia";"depto";"directorio";"dominio";"dsi";"estrato1";"formal";"fweight";"inac";"informal";"maxEducLevel";"mes";"pea";"pet";"sizeFirm";"wap";"regSalud";"age2";"ln_wage"
"2687";3888.88891601562;60;65;0;21;4;0;1;1;2;1;11;4772444;"BOGOTA";0;3;0;312;0;1;3;11;1;1;1;1;1;4225;8.26587877011078
"2688";7465.95263671875;40;24;1;16;1;0;1;1;1;0;11;4772445;"BOGOTA";0;3;1;179;0;0;7;11;1;1;3;1;1;576;8.91810831559139
"2689";5569.4287109375;48;38;0;19;1;0;1;1;1;0;11;4772446;"BOGOTA";0;4;1;263;0;0;7;11;1;1;4;1;1;1444;8.62504776229983
"2690";326.666656494141;50;66;0;54;3;0;1;1;2;0;11;4772449;"BOGOTA";0;2;0;305;0;1;3;11;1;1;1;1;1;4356;5.78894025185612
"2691";4057.447265625;50;20;0;59;1;1;1;1;1;0;11;4772449;"BOGOTA";0;2;1;305;0;0;6;11;1;1;5;1;1;400;8.30830930253904
"2692";23697.916015625;48;60;1;42;1;0;1;1;1;0;11;4772450;"BOGOTA";0;4;1;259;0;0;7;11;1;1;5;1;1;3600;10.0731423914268
"2693";17500;12;21;1;86;1;0;1;1;2;0;11;4772451;"BOGOTA";0;3;0;279;0;1;7;11;1;1;2;1;1;441;9.76995615991161
"2694";4674.1455078125;78;34;1;70;1;0;1;1;1;0;11;4772452;"BOGOTA";0;3;1;298;0;0;7;11;1;1;5;1;1;1156;8.44980164593912
"2695";6991.8984375;48;30;0;9;1;0;1;1;1;0;11;4772452;"BOGOTA";0;3;1;298;0;0;7;11;1;1;5;1;1;900;8.8525073917007
"2696";5600;25;57;1;98;4;0;1;1;3;1;11;4772453;"BOGOTA";0;3;1;252;0;0;7;11;1;1;1;1;2;3249;8.63052187672324
"2697";9333.3330078125;30;33;0;59;1;0;1;1;2;0;11;4772453;"BOGOTA";0;3;0;252;0;1;7;11;1;1;4;1;3;1089;9.141347465612
"2698";4358.56787109375;48;22;1;97;1;0;1;1;1;0;11;4772453;"BOGOTA";0;3;1;252;0;0;7;11;1;1;3;1;1;484;8.37989881245239
"2699";19541.666015625;40;60;1;2;1;0;1;1;3;0;11;4772456;"BOGOTA";0;4;1;251;0;0;7;11;1;1;5;1;2;3600;9.8803041837649
"2700";15002.923828125;38;36;0;13;1;0;1;1;1;0;11;4772457;"BOGOTA";0;3;1;337;0;0;7;11;1;1;5;1;1;1296;9.61600038296455
"2701";12736.1123046875;40;35;1;13;1;0;1;1;1;0;11;4772457;"BOGOTA";0;3;1;337;0;0;7;11;1;1;5;1;1;1225;9.45219672593846
"2702";2333.33325195312;50;21;0;80;4;1;1;1;2;1;11;4772459;"BOGOTA";0;2;0;323;0;1;6;11;1;1;2;1;1;441;7.75505310449211
"2703";648.148132324219;72;19;0;80;4;0;1;1;2;1;11;4772459;"BOGOTA";0;2;0;323;0;1;5;11;1;1;4;1;3;361;6.47411926949321
"2704";5082.06298828125;48;25;0;59;1;0;1;1;1;0;11;4772460;"BOGOTA";0;2;1;218;0;0;7;11;1;1;5;1;1;625;8.53347255819158
"2705";4117.64697265625;34;29;1;98;4;0;1;1;2;1;11;4772460;"BOGOTA";0;2;0;218;0;1;5;11;1;1;1;1;1;841;8.32303715604894
"2706";27125;40;58;0;13;2;0;1;1;1;0;11;4772463;"BOGOTA";0;4;1;200;0;0;7;11;1;1;5;1;1;3364;10.2082110908428
"2707";11666.6669921875;10;61;0;57;4;0;1;1;1;1;11;4772464;"BOGOTA";0;3;1;199;0;0;5;11;1;1;1;1;1;3721;9.36449107970523
"2708";33493.0546875;40;33;0;5;1;0;1;1;1;0;11;4772465;"BOGOTA";0;4;1;260;0;0;7;11;1;1;5;1;1;1089;10.4190933735576
"2709";3797.7041015625;48;43;0;54;3;1;1;1;1;0;11;4772465;"BOGOTA";0;4;1;260;0;0;6;11;1;1;1;1;1;1849;8.24215197932255
"2710";6846.06494140625;48;51;0;33;1;0;1;1;1;0;11;4772466;"BOGOTA";0;3;1;164;0;0;7;11;1;1;2;1;1;2601;8.83142930508169
"2711";1166.66662597656;20;35;1;39;4;0;1;1;2;1;11;4772466;"BOGOTA";0;3;0;164;0;1;5;11;1;1;1;1;3;1225;7.06190592393216
"2712";11294.888671875;50;38;1;45;1;1;1;1;1;0;11;4772467;"BOGOTA";0;3;1;295;0;0;6;11;1;1;5;1;1;1444;9.33210557244583
"2713";5429.26611328125;48;43;0;3;1;0;1;1;1;0;11;4772467;"BOGOTA";0;3;1;295;0;0;7;11;1;1;3;1;1;1849;8.59955924970199
"2714";10733.3330078125;50;43;1;85;4;0;1;1;1;1;11;4772467;"BOGOTA";0;3;1;295;0;0;7;11;1;1;1;1;1;1849;9.28110941253636
"2715";5668.10888671875;48;31;0;59;1;0;1;1;1;0;11;4772468;"BOGOTA";0;3;1;225;0;0;7;11;1;1;5;1;1;961;8.64261081140917
"2716";16292.82421875;48;27;0;8;1;0;1;1;1;0;11;4772469;"BOGOTA";0;4;1;228;0;0;7;11;1;1;5;1;1;729;9.69848005788578
"2717";8750;40;55;1;95;1;1;1;1;2;0;11;4772470;"BOGOTA";0;3;0;244;0;1;6;11;1;1;2;1;1;3025;9.07680897935166
"2718";21064.81640625;48;27;0;6;1;0;1;1;1;0;11;4772470;"BOGOTA";0;3;1;244;0;0;7;11;1;1;5;1;1;729;9.95535945879242
"2719";5898.1484375;48;32;1;59;1;0;1;1;1;0;11;4772471;"BOGOTA";0;2;1;228;0;0;4;11;1;1;5;1;1;1024;8.68239375648816
"2720";5732.06005859375;48;28;0;53;1;0;1;1;1;0;11;4772471;"BOGOTA";0;2;1;228;0;0;7;11;1;1;5;1;1;784;8.65383026666598
"2721";22260;40;42;1;39;1;0;1;1;1;0;11;4772472;"BOGOTA";0;3;1;398;0;0;7;11;1;1;5;1;1;1764;10.0105466248295
"2722";41810.90234375;40;31;0;44;1;0;1;1;1;0;11;4772472;"BOGOTA";0;3;1;398;0;0;7;11;1;1;5;1;1;961;10.6409124061256
"2723";4861.111328125;72;58;1;56;4;0;1;1;1;1;11;4772472;"BOGOTA";0;3;1;398;0;0;7;11;1;1;2;1;1;3364;8.4890223590924
"2724";4666.66650390625;50;60;1;80;4;0;1;1;2;1;11;4772473;"BOGOTA";0;2;0;295;0;1;3;11;1;1;2;1;3;3600;8.44820028505205
"2725";6222.22216796875;30;59;1;77;4;1;1;1;1;1;11;4772474;"BOGOTA";0;3;1;298;0;0;6;11;1;1;1;1;1;3481;8.73588238366176
"2726";5191.40576171875;42;29;1;38;1;0;1;1;1;0;11;4772474;"BOGOTA";0;3;1;298;0;0;7;11;1;1;5;1;1;841;8.55475979916013
"2727";16493.75;45;31;1;16;1;0;1;1;1;0;11;4772475;"BOGOTA";0;2;1;295;0;0;7;11;1;1;4;1;1;961;9.71073680025163
"2728";8952.5458984375;48;29;0;19;1;1;1;1;1;0;11;4772475;"BOGOTA";0;2;1;295;0;0;6;11;1;1;5;1;1;841;9.09969322874439
"2729";4783.33349609375;60;25;0;59;4;0;1;1;2;1;11;4772476;"BOGOTA";0;2;0;295;0;1;7;11;1;1;5;1;1;625;8.47289296654622
"2730";4977.77734375;50;25;1;33;1;1;1;1;1;0;11;4772476;"BOGOTA";0;2;1;295;0;0;6;11;1;1;5;1;1;625;8.51273875387377
"2731";4575.92578125;60;55;1;58;1;1;1;1;1;0;11;4772477;"BOGOTA";0;3;1;266;0;0;6;11;1;1;5;1;1;3025;8.42856431379567
"2732";35000;40;53;1;84;4;0;1;1;1;1;11;4772478;"BOGOTA";0;3;1;228;0;0;7;11;1;1;4;1;1;2809;10.4631033404715
"2733";4083.33325195312;40;61;1;93;4;0;1;1;1;1;11;4772479;"BOGOTA";0;3;1;219;0;0;5;11;1;1;1;1;1;3721;8.31466890737492
"2734";5053.19189453125;54;29;0;33;1;0;1;1;1;0;11;4772479;"BOGOTA";0;3;1;219;0;0;7;11;1;1;5;1;1;841;8.52777538092769
"2735";4861.111328125;48;36;1;17;4;0;1;1;2;1;11;4772480;"BOGOTA";0;3;0;228;0;1;7;11;1;1;1;1;1;1296;8.4890223590924
"2736";18770.37109375;40;28;0;6;1;0;1;1;1;0;11;4772480;"BOGOTA";0;3;1;228;0;0;7;11;1;1;5;1;1;784;9.84003489996317
"2737";4375;80;54;1;98;4;0;1;1;1;1;11;4709963;"BOGOTA";0;2;1;219;0;0;4;9;1;1;2;1;1;2916;8.38366179879172
"2738";5444.4443359375;60;43;0;79;5;0;1;1;2;0;11;4709964;"BOGOTA";0;3;0;154;0;1;4;9;1;1;2;1;3;1849;8.6023509798267
"2739";4375;48;23;0;3;1;0;1;1;1;0;11;4709964;"BOGOTA";0;3;1;154;0;0;7;9;1;1;2;1;1;529;8.38366179879172
"2740";19444.4453125;48;30;1;6;4;0;1;1;1;1;11;4709966;"BOGOTA";0;6;1;217;0;0;7;9;1;1;5;1;1;900;9.87531672021229
"2741";27343.75;48;33;0;42;1;0;1;1;1;0;11;4709966;"BOGOTA";0;6;1;217;0;0;7;9;1;1;4;1;1;1089;10.21624326254
"2742";4763.888671875;48;32;0;55;1;1;1;1;1;0;11;4709967;"BOGOTA";0;2;1;275;0;0;6;9;1;1;4;1;1;1024;8.46881956157809
"2743";4680.0087890625;48;33;1;99;1;1;1;1;1;0;11;4709969;"BOGOTA";0;2;1;231;0;0;6;9;1;1;5;1;1;1089;8.45105526691474
"2744";15118.0556640625;40;33;1;3;2;0;1;1;1;0;11;4709970;"BOGOTA";0;3;1;219;0;0;7;9;1;1;5;1;1;1089;9.62364504781799
"2745";5938.6572265625;48;28;0;3;1;0;1;1;1;0;11;4709971;"BOGOTA";0;3;1;233;0;0;7;9;1;1;5;1;1;784;8.68923833066789
"2746";933.333312988281;25;64;0;54;4;0;1;1;2;1;11;4709972;"BOGOTA";0;2;0;259;0;1;4;9;1;1;1;1;3;4096;6.83876238569692
"2747";44824.7109375;48;55;1;39;2;0;1;1;1;0;11;4709973;"BOGOTA";0;4;1;236;0;0;7;9;1;1;5;1;1;3025;10.7105148497632
"2748";22118.0546875;48;46;0;21;2;0;1;1;1;0;11;4709973;"BOGOTA";0;4;1;236;0;0;7;9;1;1;5;1;1;2116;10.0041495081659
"2749";7291.66650390625;48;23;1;39;4;0;1;1;1;1;11;4709973;"BOGOTA";0;4;1;236;0;0;7;9;1;1;5;1;1;529;8.89448740023628
"2750";4655.703125;48;32;0;39;1;0;1;1;1;0;11;4709974;"BOGOTA";0;3;1;272;0;0;7;9;1;1;5;1;1;1024;8.44584822556569
"2751";12813.8876953125;40;32;1;19;2;0;1;1;1;0;11;4709975;"BOGOTA";0;2;1;219;0;0;7;9;1;1;5;1;2;1024;9.45828483794271
"2752";2969.69702148438;66;53;0;59;1;0;1;1;2;0;11;4709976;"BOGOTA";0;3;0;217;0;1;5;9;1;1;2;1;1;2809;7.99621521362485
"2753";4601.2568359375;48;25;1;59;1;1;1;1;1;0;11;4709976;"BOGOTA";0;3;1;217;0;0;6;9;1;1;5;1;1;625;8.43408477036178
"2754";3694.4443359375;24;56;0;55;4;0;1;1;2;1;11;4709977;"BOGOTA";0;3;0;228;0;1;4;9;1;1;1;1;1;3136;8.21458543937748
"2755";4200;50;59;1;40;1;1;1;1;3;0;11;4709977;"BOGOTA";0;3;1;228;0;0;6;9;1;1;3;1;1;3481;8.34283980427146
"2756";4620.8203125;60;33;0;19;1;0;1;1;1;0;11;4709977;"BOGOTA";0;3;1;228;0;0;7;9;1;1;5;1;1;1089;8.43832752513262
"2757";6611.111328125;60;32;1;58;2;0;1;1;1;0;11;4709977;"BOGOTA";0;3;1;228;0;0;7;9;1;1;5;1;2;1024;8.79650704702313
"2758";1166.66662597656;40;18;1;58;2;1;1;1;1;0;11;4709977;"BOGOTA";0;3;1;228;0;0;6;9;1;1;5;1;2;324;7.06190592393216
"2759";1944.44445800781;96;31;1;98;4;0;1;1;1;1;11;4709977;"BOGOTA";0;3;1;228;0;0;7;9;1;1;1;1;1;961;7.57273158955083
"2760";5032.439453125;48;40;0;45;1;1;1;1;1;0;11;4709979;"BOGOTA";0;2;1;233;0;0;6;9;1;1;5;1;1;1600;8.52366012626919
"2761";4542.98291015625;48;42;1;38;1;0;1;1;1;0;11;4709980;"BOGOTA";0;2;1;219;0;0;7;9;1;1;5;1;1;1764;8.42133910395533
"2762";4024.96118164062;48;22;0;53;1;0;1;1;1;0;11;4709981;"BOGOTA";0;2;1;175;0;0;5;9;1;1;4;1;1;484;8.30027054549327
"2763";4183.3447265625;56;49;1;99;1;1;1;1;1;0;11;4709982;"BOGOTA";0;3;1;186;0;0;6;9;1;1;3;1;1;2401;8.33886637936919
"2764";5703.9189453125;48;27;0;33;1;1;1;1;1;0;11;4709983;"BOGOTA";0;3;1;245;0;0;6;9;1;1;4;1;1;729;8.64890875184459
"2765";15524.193359375;48;23;0;3;1;0;1;1;1;0;11;4709984;"BOGOTA";0;2;1;205;0;0;7;9;1;1;5;1;1;529;9.65015494792366
"2766";4226.5078125;48;25;0;39;1;1;1;1;1;0;11;4709987;"BOGOTA";0;2;1;245;0;0;6;9;1;1;5;1;1;625;8.34913135482344
"2767";2177.77783203125;15;72;1;97;4;0;1;1;2;1;11;4709988;"BOGOTA";0;2;0;224;0;1;3;9;1;1;1;1;3;5184;7.6860602927947
"2768";2333.33325195312;50;66;1;51;4;0;1;1;2;1;11;4712260;"BOGOTA";0;2;0;224;0;1;4;9;1;1;1;1;1;4356;7.75505310449211
"2769";4586.76171875;60;53;1;98;1;0;1;1;1;0;11;4713342;"BOGOTA";0;2;1;213;0;0;5;9;1;1;5;1;1;2809;8.43092954616917
"2770";1944.44445800781;6;60;0;54;4;0;1;1;2;1;11;4713342;"BOGOTA";0;2;0;213;0;1;3;9;1;1;1;1;1;3600;7.57273158955083
"2771";875;4;19;0;57;4;0;1;1;2;1;11;4713342;"BOGOTA";0;2;0;213;0;1;7;9;1;1;1;1;1;361;6.77422388635761
"2772";6805.5556640625;48;23;1;93;1;1;1;1;1;0;11;4713343;"BOGOTA";0;2;1;561;0;0;6;9;1;1;4;1;1;529;8.82549456701463
"2773";2333.33325195312;20;45;0;97;1;0;1;1;2;0;11;4713344;"BOGOTA";0;3;0;252;0;1;7;9;1;1;2;1;1;2025;7.75505310449211
"2774";9916.6669921875;40;27;1;3;4;0;1;1;2;1;11;4713345;"BOGOTA";0;3;0;243;0;1;7;9;1;1;5;1;1;729;9.2019721551313
"2775";2333.33325195312;30;76;1;95;4;0;1;1;3;1;11;4714858;"BOGOTA";0;2;1;175;0;0;3;9;1;1;1;1;1;5776;7.75505310449211
"2776";3733.33325195312;50;53;1;95;4;0;1;1;1;1;11;4714858;"BOGOTA";0;2;1;175;0;0;5;9;1;1;1;1;1;2809;8.2250567468168
"2777";4372.3408203125;48;22;0;39;1;1;1;1;1;0;11;4714858;"BOGOTA";0;2;1;175;0;0;6;9;1;1;4;1;1;484;8.38305380149881
"2778";2275;8;51;0;45;4;0;1;1;2;1;11;4714858;"BOGOTA";0;2;0;175;0;1;5;9;1;1;1;1;1;2601;7.72973533138505
"2779";3381.2060546875;60;36;1;95;1;1;1;1;1;0;11;4714858;"BOGOTA";0;2;1;175;0;0;6;9;1;1;4;1;1;1296;8.12598774574508
"2780";3986.11108398438;48;30;0;39;1;1;1;1;1;0;11;4714858;"BOGOTA";0;2;1;175;0;0;6;9;1;1;5;1;1;900;8.29057136892039
"2781";4083.33325195312;40;47;0;45;4;0;1;1;2;1;11;4714859;"BOGOTA";0;2;0;199;0;1;4;9;1;1;1;1;3;2209;8.31466890737492
"2782";6481.4814453125;54;48;1;87;4;1;1;1;2;1;11;4714860;"BOGOTA";0;3;0;217;0;1;6;9;1;1;2;1;1;2304;8.77670438132096
"2783";4939.470703125;48;40;1;99;1;0;1;1;1;0;11;4714863;"BOGOTA";0;2;1;286;0;0;3;9;1;1;5;1;1;1600;8.50501345932512
"2784";4226.5078125;48;38;0;33;1;1;1;1;1;0;11;4714863;"BOGOTA";0;2;1;286;0;0;6;9;1;1;5;1;1;1444;8.34913135482344
"2785";2592.59252929688;90;64;1;45;4;0;1;1;2;1;11;4714865;"BOGOTA";0;1;0;478;0;1;5;9;1;1;1;1;3;4096;7.86041363061311
"2786";2474.74755859375;66;18;1;53;1;0;1;1;2;0;11;4714865;"BOGOTA";0;1;0;478;0;1;5;9;1;1;3;1;3;324;7.81389367327301
"2787";3500;40;57;0;53;1;0;1;1;2;0;11;4714866;"BOGOTA";0;2;0;538;0;1;5;9;1;1;3;1;3;3249;8.1605182474775
"2788";7438.837890625;15;24;0;36;1;1;1;1;1;0;11;4714866;"BOGOTA";0;2;1;538;0;0;6;9;1;1;5;1;1;576;8.9144699181304
"2789";2666.66674804688;35;35;0;53;1;0;1;1;2;0;11;4714866;"BOGOTA";0;2;0;538;0;1;5;9;1;1;2;1;3;1225;7.88858456251144
"2790";4666.66650390625;42;24;1;59;1;0;1;1;2;0;11;4714866;"BOGOTA";0;2;0;538;0;1;5;9;1;1;3;1;1;576;8.44820028505205
"2791";3535.353515625;66;62;1;80;1;0;1;1;2;0;11;4714866;"BOGOTA";0;2;0;538;0;1;5;9;1;1;2;1;3;3844;8.17056857775065
"2792";3111.11108398438;60;21;1;59;4;0;1;1;2;1;11;4714867;"BOGOTA";0;2;0;244;0;1;7;9;1;1;1;1;1;441;8.04273520310181
"2793";4277.77783203125;60;51;1;58;1;0;1;1;2;0;11;4714867;"BOGOTA";0;2;0;244;0;1;3;9;1;1;2;1;1;2601;8.36118895562229
"2794";777.777770996094;48;33;0;41;4;1;1;1;2;1;11;4714868;"BOGOTA";0;2;0;186;0;1;6;9;1;1;2;1;3;1089;6.65644084198192
"2795";4226.5078125;48;26;1;55;1;0;1;1;1;0;11;4714869;"BOGOTA";0;2;1;227;0;0;7;9;1;1;5;1;1;676;8.34913135482344
"2796";3888.88891601562;60;34;1;98;1;1;1;1;1;0;11;4714870;"BOGOTA";0;2;1;458;0;0;6;9;1;1;2;1;1;1156;8.26587877011078
"2797";2333.33325195312;10;30;0;57;4;1;1;1;2;1;11;4714870;"BOGOTA";0;2;0;458;0;1;6;9;1;1;1;1;1;900;7.75505310449211
"2798";9479.1669921875;48;28;0;39;1;0;1;1;1;0;11;4714871;"BOGOTA";0;2;1;490;0;0;7;9;1;1;5;1;1;784;9.15685172136586
"2799";4708.87353515625;50;53;1;87;1;1;1;1;1;0;11;4714873;"BOGOTA";0;2;1;232;0;0;6;9;1;1;5;1;1;2809;8.45720399389572
"2800";5833.33349609375;8;50;0;54;3;0;1;1;2;0;11;4714873;"BOGOTA";0;2;0;232;0;1;5;9;1;1;1;1;1;2500;8.67134389914528
"2801";7777.77783203125;48;33;0;53;1;0;1;1;2;0;11;4714874;"BOGOTA";0;2;0;633;0;1;5;9;1;1;2;1;3;1089;8.95902595067072
"2802";3733.33325195312;50;41;1;95;4;0;1;1;2;1;11;4714874;"BOGOTA";0;2;0;633;0;1;4;9;1;1;1;1;3;1681;8.2250567468168
"2803";6805.5556640625;48;38;1;95;1;0;1;1;2;0;11;4714875;"BOGOTA";0;3;0;578;0;1;4;9;1;1;5;1;1;1444;8.82549456701463
"2804";3197.53076171875;27;41;0;55;4;1;1;1;2;1;11;4714875;"BOGOTA";0;3;0;578;0;1;6;9;1;1;1;1;1;1681;8.07013415395989
"2805";4542.98291015625;48;20;1;95;1;1;1;1;2;0;11;4714875;"BOGOTA";0;3;0;578;0;1;6;9;1;1;5;1;1;400;8.42133910395533
"2806";6351.85205078125;30;21;0;33;1;0;1;1;2;0;11;4714876;"BOGOTA";0;2;0;243;0;1;7;9;1;1;2;1;3;441;8.75650171090213
"2807";4676.970703125;48;32;0;45;1;1;1;1;1;0;11;4714876;"BOGOTA";0;2;1;243;0;0;6;9;1;1;5;1;1;1024;8.45040589367484
"2808";2243.58984375;52;30;0;45;5;1;1;1;2;0;11;4714880;"BOGOTA";0;2;0;425;0;1;6;9;1;1;2;1;3;900;7.71583247085892
"2809";2243.58984375;52;33;1;45;5;1;1;1;2;0;11;4714880;"BOGOTA";0;2;0;425;0;1;6;9;1;1;2;1;3;1089;7.71583247085892
"2810";4534.17578125;48;48;1;79;1;0;1;1;1;0;11;4714881;"BOGOTA";0;2;1;213;0;0;5;9;1;1;4;1;1;2304;8.41939859989028
"2811";5127.87744140625;48;29;1;95;1;1;1;1;1;0;11;4714881;"BOGOTA";0;2;1;213;0;0;6;9;1;1;5;1;1;841;8.54244709843312
"2812";5219.591796875;48;34;1;55;1;1;1;1;1;0;11;4714882;"BOGOTA";0;2;1;439;0;0;6;9;1;1;5;1;1;1156;8.56017447798654
"2813";2531.802734375;72;50;1;45;4;1;1;1;1;1;11;4714883;"BOGOTA";0;2;0;427;0;1;6;9;1;1;1;1;3;2500;7.83668687121439
"2814";4796.8779296875;48;40;0;55;1;1;1;1;1;0;11;4714883;"BOGOTA";0;2;1;427;0;0;6;9;1;1;5;1;1;1600;8.47572055395866
"2815";4666.66650390625;20;25;0;79;4;1;1;1;2;1;11;4714884;"BOGOTA";0;2;0;229;0;1;6;9;1;1;1;1;1;625;8.44820028505205
"2816";7259.25927734375;45;34;1;95;4;0;1;1;1;1;11;4714884;"BOGOTA";0;2;1;229;0;0;3;9;1;1;4;1;1;1156;8.89003307469956
"2817";5347.22216796875;48;34;1;58;1;1;1;1;1;0;11;4714885;"BOGOTA";0;2;1;622;0;0;6;9;1;1;3;1;1;1156;8.58433248410776
"2818";4528.82373046875;49;37;0;55;1;1;1;1;1;0;11;4714886;"BOGOTA";0;2;1;276;0;0;6;9;1;1;4;1;1;1369;8.41821752261085
"2819";4081.26879882812;48;58;1;39;1;0;1;1;1;0;11;4714887;"BOGOTA";0;2;1;407;0;0;5;9;1;1;5;1;1;3364;8.31416319915885
"2820";4061.01440429688;48;38;0;55;1;1;1;1;1;0;11;4714887;"BOGOTA";0;2;1;407;0;0;6;9;1;1;5;1;1;1444;8.30918807466274
"2821";2916.66674804688;45;37;0;55;4;1;1;1;2;1;11;4714888;"BOGOTA";0;2;0;575;0;1;6;9;1;1;1;1;3;1369;7.97819671858534
"2822";5124.05712890625;45;19;1;3;1;0;1;1;1;0;11;4714890;"BOGOTA";0;2;1;218;0;0;7;9;1;1;4;1;1;361;8.5417018122336
"2823";1750;4;70;1;45;4;1;1;1;3;1;11;4714891;"BOGOTA";0;2;1;448;0;0;6;9;1;1;1;1;1;4900;7.46737106691756
"2824";2828.28271484375;66;58;1;95;4;0;1;1;2;1;11;4714892;"BOGOTA";0;2;0;387;0;1;4;9;1;1;1;1;1;3364;7.94742499190798
"2825";3899.02368164062;54;24;0;3;1;0;1;1;1;0;11;4714892;"BOGOTA";0;2;1;387;0;0;7;9;1;1;5;1;1;576;8.26848146273707
"2826";2430.5556640625;48;20;0;44;1;0;1;1;2;0;11;4714894;"BOGOTA";0;2;0;426;0;1;7;9;1;1;5;1;1;400;7.79587517853245
"2827";4782.29443359375;48;24;0;45;1;1;1;1;1;0;11;4714894;"BOGOTA";0;2;1;426;0;0;6;9;1;1;5;1;1;576;8.47267571734696
"2828";7620.6015625;48;31;1;85;1;1;1;1;1;0;11;4714894;"BOGOTA";0;2;1;426;0;0;6;9;1;1;5;1;1;961;8.93861059077466
"2829";6445.0234375;48;31;0;79;1;0;1;1;1;0;11;4714895;"BOGOTA";0;2;1;373;0;0;5;9;1;1;5;1;1;961;8.77106355190663
"2830";8750;40;44;1;84;4;0;1;1;1;1;11;4714895;"BOGOTA";0;2;1;373;0;0;4;9;1;1;3;1;1;1936;9.07680897935166
"2831";5007.56494140625;45;49;0;55;1;0;1;1;1;0;11;4714896;"BOGOTA";0;2;1;203;0;0;5;9;1;1;4;1;1;2401;8.51870503628389
"2832";3608.05786132812;60;49;1;58;1;0;1;1;1;0;11;4714898;"BOGOTA";0;2;1;428;0;0;4;9;1;1;5;1;1;2401;8.19092491800739
"2833";5067.70849609375;48;27;0;13;1;0;1;1;1;0;11;4714898;"BOGOTA";0;2;1;428;0;0;7;9;1;1;4;1;1;729;8.53064402125752
"2834";4557.2451171875;40;43;0;53;1;0;1;1;2;0;11;4714899;"BOGOTA";0;2;0;401;0;1;3;9;1;1;2;1;1;1849;8.42447357897409
"2835";5133.9150390625;48;42;1;97;1;1;1;1;1;0;11;4714899;"BOGOTA";0;2;1;401;0;0;6;9;1;1;2;1;1;1764;8.54362381261135
"2836";4542.98291015625;48;42;0;79;1;0;1;1;1;0;11;4714900;"BOGOTA";0;2;1;312;0;0;5;9;1;1;5;1;1;1764;8.42133910395533
"2837";14583.3330078125;48;54;1;95;5;1;1;1;1;0;11;4714902;"BOGOTA";0;2;1;507;0;0;6;9;1;1;2;1;1;2916;9.58763458079622
"2838";388.888885498047;12;66;0;79;4;0;1;1;2;1;11;4714903;"BOGOTA";0;2;0;241;0;1;4;9;1;1;1;1;3;4356;5.96329366142198
"2839";3733.33325195312;50;36;1;79;4;0;1;1;2;1;11;4714903;"BOGOTA";0;2;0;241;0;1;5;9;1;1;2;1;3;1296;8.2250567468168
"2840";3653.5087890625;33;57;0;53;1;0;1;1;2;0;11;4714904;"BOGOTA";0;2;0;538;0;1;3;9;1;1;4;1;3;3249;8.20344329688391
"2841";6628.19873046875;48;26;0;58;1;1;1;1;1;0;11;4714904;"BOGOTA";0;2;1;538;0;0;6;9;1;1;3;1;1;676;8.79908836157142
"2842";7583.33349609375;50;31;0;9;1;0;1;1;1;0;11;4714905;"BOGOTA";0;2;1;461;0;0;7;9;1;1;5;1;1;961;8.9337081571739
"2843";4666.66650390625;40;43;0;89;1;0;1;1;2;0;11;4714906;"BOGOTA";0;2;0;156;0;1;4;9;1;1;3;1;1;1849;8.44820028505205
"2844";5398.59814453125;60;53;1;58;1;0;1;1;1;0;11;4714906;"BOGOTA";0;2;1;156;0;0;4;9;1;1;3;1;1;2809;8.59389459598512
"2845";486.111114501953;72;18;0;54;4;1;1;1;2;1;11;4714906;"BOGOTA";0;2;0;156;0;1;6;9;1;1;1;1;1;324;6.18643722843094
"2846";9317.1298828125;48;44;0;13;1;0;1;1;1;0;11;4714907;"BOGOTA";0;2;1;551;0;0;7;9;1;1;5;1;1;1936;9.1396099077646
"2847";518.518493652344;90;56;0;41;4;0;1;1;2;1;11;4714909;"BOGOTA";0;2;0;248;0;1;3;9;1;1;2;1;3;3136;6.25097569463687
"2848";518.518493652344;90;55;1;41;4;0;1;1;2;1;11;4714909;"BOGOTA";0;2;0;248;0;1;3;9;1;1;2;1;3;3025;6.25097569463687
"2849";686.274536132812;102;61;0;41;4;0;1;1;2;1;11;4714914;"BOGOTA";0;2;0;259;0;1;5;9;1;1;1;1;3;3721;6.53127774611218
"2850";4375;4;67;1;81;4;0;1;1;3;1;11;4714915;"BOGOTA";0;2;1;248;0;0;3;9;1;1;1;1;1;4489;8.38366179879172
"2851";2545.45458984375;66;45;0;99;1;0;1;1;2;0;11;4714916;"BOGOTA";0;2;0;245;0;1;4;9;1;1;2;1;3;2025;7.84206453379759
"2852";17052.77734375;40;47;1;8;2;0;1;1;1;0;11;4714918;"BOGOTA";0;3;1;208;0;0;7;9;1;1;5;1;1;2209;9.74406836350745
"2853";6083.896484375;48;27;1;62;1;1;1;1;1;0;11;4714919;"BOGOTA";0;2;1;217;0;0;6;9;1;1;5;1;1;729;8.71340063883191
"2854";9009.259765625;60;23;0;7;1;0;1;1;1;0;11;4714920;"BOGOTA";0;2;1;220;0;0;7;9;1;1;5;1;1;529;9.10600819024896
"2855";4437.9658203125;48;36;0;55;1;1;1;1;1;0;11;4714923;"BOGOTA";0;1;1;283;0;0;6;9;1;1;5;1;1;1296;8.39795140186588
